mc,tw,t,T,E,C
13,3,10,9.70000000e+00,-1.03066096e-01,4.98291016e-01
260,3,257,9.70000000e+00,-1.13265749e-01,5.00651042e-01
508,3,505,9.70000000e+00,-1.08134921e-01,5.01360212e-01
755,3,752,9.70000000e+00,-1.10088046e-01,4.98976935e-01
1003,3,1000,9.70000000e+00,-1.07437376e-01,4.99511719e-01
10,10,0,9.70000000e+00,-1.04368180e-01,1
20,10,10,9.70000000e+00,-1.07018849e-01,4.96326265e-01
267,10,257,9.70000000e+00,-1.06615823e-01,4.99988374e-01
515,10,505,9.70000000e+00,-1.08971974e-01,5.00964937e-01
762,10,752,9.70000000e+00,-1.09638517e-01,4.99046689e-01
1010,10,1000,9.70000000e+00,-9.95783730e-02,4.98407273e-01
31,31,0,9.70000000e+00,-9.91288442e-02,1
41,31,10,9.70000000e+00,-1.07220362e-01,5.00267392e-01
288,31,257,9.70000000e+00,-1.07530382e-01,4.99325707e-01
536,31,505,9.70000000e+00,-1.07964410e-01,4.98081752e-01
783,31,752,9.70000000e+00,-1.06367808e-01,4.98825800e-01
1031,31,1000,9.70000000e+00,-1.09204489e-01,4.98697917e-01
100,100,0,9.70000000e+00,-1.04104663e-01,1
110,100,10,9.70000000e+00,-1.08010913e-01,4.99244327e-01
357,100,257,9.70000000e+00,-1.04569692e-01,5.00220889e-01
605,100,505,9.70000000e+00,-1.08847966e-01,5.00523158e-01
852,100,752,9.70000000e+00,-1.08429439e-01,4.99976749e-01
1100,100,1000,9.70000000e+00,-1.04817708e-01,5.01615978e-01
1,1,0,9.80000000e+00,-1.02585565e-01,1
11,1,10,9.80000000e+00,-1.01484995e-01,4.97686477e-01
258,1,257,9.80000000e+00,-1.01888021e-01,5.01081194e-01
506,1,505,9.80000000e+00,-1.08925471e-01,5.03894624e-01
753,1,752,9.80000000e+00,-1.06817336e-01,5.02441406e-01
1001,1,1000,9.80000000e+00,-1.12955729e-01,5.01592727e-01
3,3,0,9.80000000e+00,-1.10088046e-01,1
13,3,10,9.80000000e+00,-1.06026786e-01,4.96977307e-01
260,3,257,9.80000000e+00,-9.80747768e-02,5.01034691e-01
508,3,505,9.80000000e+00,-1.08599950e-01,5.01034691e-01
755,3,752,9.80000000e+00,-1.06553819e-01,5.04696801e-01
1003,3,1000,9.80000000e+00,-1.05329241e-01,4.99988374e-01
10,10,0,9.80000000e+00,-9.99348958e-02,1
20,10,10,9.80000000e+00,-1.03949653e-01,4.99209449e-01
267,10,257,9.80000000e+00,-1.08894469e-01,5.01185826e-01
515,10,505,9.80000000e+00,-1.07251364e-01,4.97884115e-01
762,10,752,9.80000000e+00,-1.12273686e-01,4.98988560e-01
1010,10,1000,9.80000000e+00,-1.11622644e-01,5.01499721e-01
31,31,0,9.80000000e+00,-1.10615079e-01,1
41,31,10,9.80000000e+00,-1.09468006e-01,4.98232887e-01
288,31,257,9.80000000e+00,-1.07297867e-01,5.02022879e-01
536,31,505,9.80000000e+00,-1.06321305e-01,5.03383092e-01
783,31,752,9.80000000e+00,-1.03252108e-01,5.02499535e-01
1031,31,1000,9.80000000e+00,-1.04910714e-01,5.00023251e-01
100,100,0,9.80000000e+00,-1.06925843e-01,1
110,100,10,9.80000000e+00,-1.02012029e-01,5.01081194e-01
357,100,257,9.80000000e+00,-1.03453621e-01,5.01127697e-01
605,100,505,9.80000000e+00,-1.10150050e-01,4.97988746e-01
852,100,752,9.80000000e+00,-1.06631324e-01,4.99058315e-01
1100,100,1000,9.80000000e+00,-1.03314112e-01,4.98291016e-01
1,1,0,9.90000000e+00,-1.03267609e-01,1
11,1,10,9.90000000e+00,-1.09762525e-01,4.97023810e-01
258,1,257,9.90000000e+00,-1.09468006e-01,5.01046317e-01
506,1,505,9.90000000e+00,-1.10646081e-01,4.99744234e-01
753,1,752,9.90000000e+00,-1.06197297e-01,4.98035249e-01
1001,1,1000,9.90000000e+00,-1.10599578e-01,5.02104260e-01
3,3,0,9.90000000e+00,-1.09033978e-01,1
13,3,10,9.90000000e+00,-1.03515625e-01,4.99383836e-01
260,3,257,9.90000000e+00,-1.04275174e-01,4.98418899e-01
508,3,505,9.90000000e+00,-1.05871776e-01,4.98407273e-01
755,3,752,9.90000000e+00,-1.05918279e-01,5.01464844e-01
1003,3,1000,9.90000000e+00,-1.08041915e-01,5.01964751e-01
10,10,0,9.90000000e+00,-1.07793899e-01,1
20,10,10,9.90000000e+00,-1.04864211e-01,4.97523717e-01
267,10,257,9.90000000e+00,-1.05623760e-01,4.98814174e-01
515,10,505,9.90000000e+00,-1.14583333e-01,4.98163132e-01
762,10,752,9.90000000e+00,-1.11328125e-01,4.99860491e-01
1010,10,1000,9.90000000e+00,-9.97953869e-02,5.00988188e-01
31,31,0,9.90000000e+00,-1.01050967e-01,1
41,31,10,9.90000000e+00,-1.05174231e-01,5.01627604e-01
288,31,257,9.90000000e+00,-1.05608259e-01,5.01999628e-01
536,31,505,9.90000000e+00,-1.02740575e-01,5.00093006e-01
783,31,752,9.90000000e+00,-1.05794271e-01,4.99128069e-01
1031,31,1000,9.90000000e+00,-1.06972346e-01,5.01662481e-01
100,100,0,9.90000000e+00,-1.09530010e-01,1
110,100,10,9.90000000e+00,-1.03531126e-01,5.00546410e-01
357,100,257,9.90000000e+00,-1.07344370e-01,5.01197452e-01
605,100,505,9.90000000e+00,-1.04368180e-01,5.01894996e-01
852,100,752,9.90000000e+00,-1.09855531e-01,5.01406715e-01
1100,100,1000,9.90000000e+00,-1.02988591e-01,4.98081752e-01
